,country,restaurant_cnt,cuisine,cuisine_cnt
2108,Spain,157479,Moroccan,494.0
2109,Sweden,18555,Moroccan,11.0
2110,The Netherlands,29792,Moroccan,124.0
2111,United Kingdom,171664,Moroccan,209.0
2112,Austria,20487,Peruvian,9.0
2113,Belgium,23711,Peruvian,13.0
2114,Bulgaria,4469,Peruvian,1.0
2115,Croatia,8375,Peruvian,2.0
2116,Czech Republic,14844,Peruvian,1.0
2117,Denmark,9485,Peruvian,7.0
2118,Finland,7372,Peruvian,1.0
2119,France,155288,Peruvian,107.0
2120,Germany,115333,Peruvian,54.0
2121,Greece,33763,Peruvian,14.0
2122,Hungary,7431,Peruvian,2.0
2123,Ireland,11203,Peruvian,2.0
2124,Italy,224763,Peruvian,156.0
2125,Poland,24698,Peruvian,7.0
2126,Portugal,32592,Peruvian,30.0
2127,Romania,7842,Peruvian,3.0
2128,Slovakia,4251,Peruvian,2.0
2129,Spain,157479,Peruvian,513.0
2130,Sweden,18555,Peruvian,17.0
2131,The Netherlands,29792,Peruvian,23.0
2132,United Kingdom,171664,Peruvian,51.0
2133,Austria,20487,Caribbean,6.0
2134,Belgium,23711,Caribbean,16.0
2135,Bulgaria,4469,Caribbean,10.0
2136,Croatia,8375,Caribbean,1.0
2137,Czech Republic,14844,Caribbean,11.0
2138,Denmark,9485,Caribbean,2.0
2139,France,155288,Caribbean,289.0
2140,Germany,115333,Caribbean,63.0
2141,Greece,33763,Caribbean,17.0
2142,Hungary,7431,Caribbean,7.0
2143,Ireland,11203,Caribbean,5.0
2144,Italy,224763,Caribbean,94.0
2145,Poland,24698,Caribbean,14.0
2146,Portugal,32592,Caribbean,25.0
2147,Romania,7842,Caribbean,4.0
2148,Slovakia,4251,Caribbean,3.0
2149,Spain,157479,Caribbean,330.0
2150,Sweden,18555,Caribbean,15.0
2151,The Netherlands,29792,Caribbean,111.0
2152,United Kingdom,171664,Caribbean,873.0
2153,Austria,20487,British,15.0
2154,Belgium,23711,British,31.0
2155,Bulgaria,4469,British,46.0
2156,Croatia,8375,British,4.0
2157,Czech Republic,14844,British,32.0
2158,Denmark,9485,British,26.0
2159,Finland,7372,British,13.0
2160,France,155288,British,382.0
2161,Germany,115333,British,78.0
2162,Greece,33763,British,207.0
2163,Hungary,7431,British,22.0
2164,Ireland,11203,British,138.0
2165,Italy,224763,British,216.0
2166,Poland,24698,British,40.0
2167,Portugal,32592,British,127.0
2168,Romania,7842,British,35.0
2169,Slovakia,4251,British,12.0
2170,Spain,157479,British,1818.0
2171,Sweden,18555,British,89.0
2172,The Netherlands,29792,British,78.0
2173,United Kingdom,171664,British,64264.0
2174,Austria,20487,Cuban,2.0
2175,Belgium,23711,Cuban,6.0
2176,Bulgaria,4469,Cuban,6.0
2177,Czech Republic,14844,Cuban,7.0
2178,Finland,7372,Cuban,1.0
2179,France,155288,Cuban,60.0
2180,Germany,115333,Cuban,29.0
2181,Greece,33763,Cuban,10.0
2182,Hungary,7431,Cuban,4.0
2183,Italy,224763,Cuban,55.0
2184,Poland,24698,Cuban,10.0
2185,Portugal,32592,Cuban,11.0
2186,Romania,7842,Cuban,3.0
2187,Slovakia,4251,Cuban,3.0
2188,Spain,157479,Cuban,165.0
2189,Sweden,18555,Cuban,4.0
2190,The Netherlands,29792,Cuban,52.0
2191,United Kingdom,171664,Cuban,58.0
2192,Austria,20487,Scottish,3.0
2193,Bulgaria,4469,Scottish,1.0
2194,Czech Republic,14844,Scottish,1.0
2195,Denmark,9485,Scottish,1.0
2196,Finland,7372,Scottish,1.0
2197,France,155288,Scottish,13.0
2198,Germany,115333,Scottish,10.0
2199,Greece,33763,Scottish,2.0
2200,Hungary,7431,Scottish,3.0
2201,Ireland,11203,Scottish,2.0
2202,Italy,224763,Scottish,16.0
2203,Poland,24698,Scottish,1.0
2204,Portugal,32592,Scottish,1.0
2205,Romania,7842,Scottish,1.0
2206,Slovakia,4251,Scottish,1.0
2207,Spain,157479,Scottish,45.0
2208,Sweden,18555,Scottish,3.0
2209,The Netherlands,29792,Scottish,4.0
2210,United Kingdom,171664,Scottish,4583.0
2211,Austria,20487,Brazilian,7.0
2212,Belgium,23711,Brazilian,30.0
2213,Bulgaria,4469,Brazilian,5.0
2214,Croatia,8375,Brazilian,2.0
2215,Czech Republic,14844,Brazilian,11.0
2216,Denmark,9485,Brazilian,8.0
2217,Finland,7372,Brazilian,4.0
2218,France,155288,Brazilian,165.0
2219,Germany,115333,Brazilian,73.0
2220,Greece,33763,Brazilian,9.0
2221,Hungary,7431,Brazilian,5.0
2222,Ireland,11203,Brazilian,17.0
2223,Italy,224763,Brazilian,327.0
2224,Poland,24698,Brazilian,13.0
2225,Portugal,32592,Brazilian,792.0
2226,Romania,7842,Brazilian,13.0
2227,Slovakia,4251,Brazilian,1.0
2228,Spain,157479,Brazilian,276.0
2229,Sweden,18555,Brazilian,8.0
2230,The Netherlands,29792,Brazilian,35.0
2231,United Kingdom,171664,Brazilian,239.0
2232,Austria,20487,Venezuelan,4.0
2233,Belgium,23711,Venezuelan,3.0
2234,Bulgaria,4469,Venezuelan,1.0
2235,Croatia,8375,Venezuelan,1.0
2236,Czech Republic,14844,Venezuelan,3.0
2237,Denmark,9485,Venezuelan,3.0
2238,Finland,7372,Venezuelan,2.0
2239,France,155288,Venezuelan,11.0
2240,Germany,115333,Venezuelan,14.0
2241,Hungary,7431,Venezuelan,1.0
2242,Ireland,11203,Venezuelan,1.0
2243,Italy,224763,Venezuelan,47.0
2244,Poland,24698,Venezuelan,3.0
2245,Portugal,32592,Venezuelan,63.0
2246,Spain,157479,Venezuelan,570.0
2247,Sweden,18555,Venezuelan,2.0
2248,The Netherlands,29792,Venezuelan,3.0
2249,United Kingdom,171664,Venezuelan,30.0
2250,Austria,20487,Assyrian,1.0
2251,Belgium,23711,Assyrian,2.0
2252,Czech Republic,14844,Assyrian,1.0
2253,Denmark,9485,Assyrian,1.0
2254,France,155288,Assyrian,8.0
2255,Germany,115333,Assyrian,11.0
2256,Hungary,7431,Assyrian,1.0
2257,Ireland,11203,Assyrian,2.0
2258,Italy,224763,Assyrian,1.0
2259,Poland,24698,Assyrian,1.0
2260,Romania,7842,Assyrian,1.0
2261,Spain,157479,Assyrian,5.0
2262,Sweden,18555,Assyrian,1.0
2263,The Netherlands,29792,Assyrian,9.0
2264,United Kingdom,171664,Assyrian,4.0
2265,Austria,20487,Burmese,1.0
2266,Belgium,23711,Burmese,1.0
2267,Bulgaria,4469,Burmese,1.0
2268,Czech Republic,14844,Burmese,3.0
2269,Finland,7372,Burmese,1.0
2270,France,155288,Burmese,3.0
2271,Germany,115333,Burmese,2.0
2272,Ireland,11203,Burmese,1.0
2273,Italy,224763,Burmese,4.0
2274,Slovakia,4251,Burmese,1.0
2275,Spain,157479,Burmese,2.0
2276,United Kingdom,171664,Burmese,16.0
2277,Austria,20487,Norwegian,1.0
2278,Belgium,23711,Norwegian,3.0
2279,Croatia,8375,Norwegian,1.0
2280,Czech Republic,14844,Norwegian,1.0
2281,Denmark,9485,Norwegian,7.0
2282,Finland,7372,Norwegian,3.0
2283,France,155288,Norwegian,12.0
2284,Germany,115333,Norwegian,8.0
2285,Italy,224763,Norwegian,8.0
2286,Poland,24698,Norwegian,3.0
2287,Romania,7842,Norwegian,1.0
2288,Slovakia,4251,Norwegian,1.0
2289,Spain,157479,Norwegian,29.0
2290,Sweden,18555,Norwegian,7.0
2291,The Netherlands,29792,Norwegian,2.0
2292,United Kingdom,171664,Norwegian,14.0
2293,Austria,20487,Sri Lankan,8.0
2294,Croatia,8375,Sri Lankan,2.0
2295,Czech Republic,14844,Sri Lankan,3.0
2296,Denmark,9485,Sri Lankan,2.0
2297,Finland,7372,Sri Lankan,1.0
2298,France,155288,Sri Lankan,52.0
2299,Germany,115333,Sri Lankan,46.0
2300,Hungary,7431,Sri Lankan,2.0
2301,Ireland,11203,Sri Lankan,1.0
2302,Italy,224763,Sri Lankan,25.0
2303,Poland,24698,Sri Lankan,1.0
2304,Portugal,32592,Sri Lankan,1.0
2305,Spain,157479,Sri Lankan,8.0
2306,Sweden,18555,Sri Lankan,5.0
2307,The Netherlands,29792,Sri Lankan,5.0
2308,United Kingdom,171664,Sri Lankan,161.0
2309,Austria,20487,Welsh,1.0
2310,Czech Republic,14844,Welsh,1.0
2311,France,155288,Welsh,6.0
2312,Germany,115333,Welsh,1.0
2313,Greece,33763,Welsh,2.0
2314,Poland,24698,Welsh,3.0
2315,Spain,157479,Welsh,11.0
2316,The Netherlands,29792,Welsh,1.0
2317,United Kingdom,171664,Welsh,1346.0
2318,Austria,20487,Fruit parlours,3.0
2319,Croatia,8375,Fruit parlours,2.0
2320,Czech Republic,14844,Fruit parlours,6.0
2321,Denmark,9485,Fruit parlours,1.0
2322,Finland,7372,Fruit parlours,3.0
2323,France,155288,Fruit parlours,12.0
2324,Germany,115333,Fruit parlours,13.0
2325,Greece,33763,Fruit parlours,99.0
2326,Hungary,7431,Fruit parlours,2.0
2327,Italy,224763,Fruit parlours,37.0
2328,Poland,24698,Fruit parlours,1.0
2329,Portugal,32592,Fruit parlours,2.0
2330,Romania,7842,Fruit parlours,3.0
2331,Slovakia,4251,Fruit parlours,3.0
2332,Spain,157479,Fruit parlours,36.0
2333,Sweden,18555,Fruit parlours,3.0
2334,The Netherlands,29792,Fruit parlours,6.0
2335,United Kingdom,171664,Fruit parlours,8.0
2336,Austria,20487,Japanese Fusion,10.0
2337,Belgium,23711,Japanese Fusion,16.0
2338,Bulgaria,4469,Japanese Fusion,1.0
2339,Croatia,8375,Japanese Fusion,9.0
2340,Czech Republic,14844,Japanese Fusion,7.0
2341,Denmark,9485,Japanese Fusion,22.0
2342,Finland,7372,Japanese Fusion,4.0
2343,France,155288,Japanese Fusion,100.0
2344,Germany,115333,Japanese Fusion,97.0
2345,Greece,33763,Japanese Fusion,14.0
2346,Hungary,7431,Japanese Fusion,6.0
2347,Ireland,11203,Japanese Fusion,5.0
2348,Italy,224763,Japanese Fusion,304.0
2349,Poland,24698,Japanese Fusion,39.0
2350,Portugal,32592,Japanese Fusion,47.0
2351,Romania,7842,Japanese Fusion,3.0
2352,Slovakia,4251,Japanese Fusion,4.0
2353,Spain,157479,Japanese Fusion,214.0
2354,Sweden,18555,Japanese Fusion,30.0
2355,The Netherlands,29792,Japanese Fusion,37.0
2356,United Kingdom,171664,Japanese Fusion,117.0
2357,Austria,20487,Georgian,2.0
2358,Belgium,23711,Georgian,3.0
2359,Bulgaria,4469,Georgian,3.0
2360,Czech Republic,14844,Georgian,12.0
2361,Denmark,9485,Georgian,1.0
2362,Finland,7372,Georgian,7.0
2363,France,155288,Georgian,17.0
2364,Germany,115333,Georgian,38.0
2365,Greece,33763,Georgian,4.0
2366,Hungary,7431,Georgian,2.0
2367,Italy,224763,Georgian,8.0
2368,Poland,24698,Georgian,107.0
2369,Portugal,32592,Georgian,3.0
2370,Slovakia,4251,Georgian,1.0
2371,Spain,157479,Georgian,19.0
2372,Sweden,18555,Georgian,6.0
2373,The Netherlands,29792,Georgian,3.0
2374,United Kingdom,171664,Georgian,18.0
2375,Austria,20487,Fujian,1.0
2376,Belgium,23711,Fujian,4.0
2377,Czech Republic,14844,Fujian,1.0
2378,France,155288,Fujian,9.0
2379,Germany,115333,Fujian,3.0
2380,Greece,33763,Fujian,3.0
2381,Italy,224763,Fujian,8.0
2382,Slovakia,4251,Fujian,1.0
2383,Spain,157479,Fujian,4.0
2384,The Netherlands,29792,Fujian,2.0
2385,United Kingdom,171664,Fujian,7.0
2386,Austria,20487,New Zealand,1.0
2387,Belgium,23711,New Zealand,1.0
2388,Czech Republic,14844,New Zealand,2.0
2389,Denmark,9485,New Zealand,2.0
2390,France,155288,New Zealand,8.0
2391,Germany,115333,New Zealand,6.0
2392,Ireland,11203,New Zealand,2.0
2393,Italy,224763,New Zealand,2.0
2394,Poland,24698,New Zealand,3.0
2395,Spain,157479,New Zealand,3.0
2396,Sweden,18555,New Zealand,3.0
2397,The Netherlands,29792,New Zealand,6.0
2398,United Kingdom,171664,New Zealand,30.0
2399,Austria,20487,Malaysian,4.0
2400,Belgium,23711,Malaysian,7.0
2401,Croatia,8375,Malaysian,2.0
2402,Czech Republic,14844,Malaysian,2.0
2403,Denmark,9485,Malaysian,3.0
2404,Finland,7372,Malaysian,5.0
2405,France,155288,Malaysian,15.0
2406,Germany,115333,Malaysian,7.0
2407,Greece,33763,Malaysian,2.0
2408,Hungary,7431,Malaysian,1.0
2409,Ireland,11203,Malaysian,31.0
2410,Italy,224763,Malaysian,12.0
2411,Poland,24698,Malaysian,2.0
2412,Portugal,32592,Malaysian,5.0
2413,Spain,157479,Malaysian,14.0
2414,Sweden,18555,Malaysian,8.0
2415,The Netherlands,29792,Malaysian,14.0
2416,United Kingdom,171664,Malaysian,320.0
2417,Austria,20487,Kappo,1.0
2418,France,155288,Kappo,1.0
2419,Greece,33763,Kappo,1.0
2420,Italy,224763,Kappo,1.0
2421,United Kingdom,171664,Kappo,2.0
2422,Austria,20487,Shojin,2.0
2423,Austria,20487,Emilian,3.0
2424,Belgium,23711,Emilian,1.0
2425,Denmark,9485,Emilian,1.0
2426,France,155288,Emilian,2.0
2427,Germany,115333,Emilian,2.0
2428,Greece,33763,Emilian,1.0
2429,Italy,224763,Emilian,2505.0
2430,Poland,24698,Emilian,1.0
2431,Portugal,32592,Emilian,1.0
2432,Romania,7842,Emilian,1.0
2433,Spain,157479,Emilian,9.0
2434,The Netherlands,29792,Emilian,1.0
2435,United Kingdom,171664,Emilian,7.0
2436,Austria,20487,Ecuadorean,1.0
2437,Belgium,23711,Ecuadorean,1.0
2438,France,155288,Ecuadorean,5.0
2439,Germany,115333,Ecuadorean,2.0
2440,Ireland,11203,Ecuadorean,1.0
2441,Italy,224763,Ecuadorean,20.0
2442,Poland,24698,Ecuadorean,1.0
2443,Portugal,32592,Ecuadorean,1.0
2444,Spain,157479,Ecuadorean,70.0
2445,Sweden,18555,Ecuadorean,1.0
2446,The Netherlands,29792,Ecuadorean,5.0
2447,United Kingdom,171664,Ecuadorean,6.0
2448,Austria,20487,Apulian,2.0
2449,Belgium,23711,Apulian,6.0
2450,Denmark,9485,Apulian,1.0
2451,Finland,7372,Apulian,1.0
2452,France,155288,Apulian,13.0
2453,Germany,115333,Apulian,16.0
2454,Greece,33763,Apulian,1.0
2455,Hungary,7431,Apulian,1.0
2456,Ireland,11203,Apulian,1.0
2457,Italy,224763,Apulian,631.0
2458,Poland,24698,Apulian,3.0
2459,Portugal,32592,Apulian,6.0
2460,Romania,7842,Apulian,1.0
2461,Spain,157479,Apulian,13.0
2462,Sweden,18555,Apulian,3.0
2463,The Netherlands,29792,Apulian,3.0
2464,United Kingdom,171664,Apulian,12.0
2465,Austria,20487,Philippine,4.0
2466,Belgium,23711,Philippine,12.0
2467,Bulgaria,4469,Philippine,1.0
2468,Czech Republic,14844,Philippine,2.0
2469,Denmark,9485,Philippine,5.0
2470,Finland,7372,Philippine,6.0
2471,France,155288,Philippine,10.0
2472,Germany,115333,Philippine,12.0
2473,Greece,33763,Philippine,2.0
2474,Ireland,11203,Philippine,1.0
2475,Italy,224763,Philippine,42.0
2476,Poland,24698,Philippine,1.0
2477,Romania,7842,Philippine,2.0
2478,Spain,157479,Philippine,50.0
2479,The Netherlands,29792,Philippine,5.0
2480,United Kingdom,171664,Philippine,57.0
2481,Austria,20487,Native American,1.0
2482,Belgium,23711,Native American,4.0
2483,Bulgaria,4469,Native American,1.0
2484,Denmark,9485,Native American,2.0
2485,France,155288,Native American,32.0
2486,Germany,115333,Native American,17.0
2487,Greece,33763,Native American,3.0
2488,Hungary,7431,Native American,2.0
2489,Italy,224763,Native American,13.0
2490,Poland,24698,Native American,3.0
2491,Portugal,32592,Native American,2.0
2492,Romania,7842,Native American,1.0
2493,Spain,157479,Native American,15.0
2494,Sweden,18555,Native American,4.0
2495,The Netherlands,29792,Native American,1.0
2496,United Kingdom,171664,Native American,4.0
2497,Austria,20487,Beijing cuisine,1.0
2498,Finland,7372,Beijing cuisine,1.0
2499,France,155288,Beijing cuisine,11.0
2500,Germany,115333,Beijing cuisine,7.0
2501,Greece,33763,Beijing cuisine,4.0
2502,Italy,224763,Beijing cuisine,8.0
2503,Poland,24698,Beijing cuisine,1.0
2504,Portugal,32592,Beijing cuisine,2.0
2505,Spain,157479,Beijing cuisine,13.0
2506,Sweden,18555,Beijing cuisine,2.0
2507,The Netherlands,29792,Beijing cuisine,2.0
2508,United Kingdom,171664,Beijing cuisine,14.0
2509,Austria,20487,Cambodian,2.0
2510,Belgium,23711,Cambodian,8.0
2511,Czech Republic,14844,Cambodian,2.0
2512,Denmark,9485,Cambodian,2.0
2513,Finland,7372,Cambodian,2.0
2514,France,155288,Cambodian,222.0
2515,Germany,115333,Cambodian,7.0
2516,Greece,33763,Cambodian,1.0
2517,Italy,224763,Cambodian,1.0
2518,Poland,24698,Cambodian,1.0
2519,Spain,157479,Cambodian,9.0
2520,Sweden,18555,Cambodian,1.0
2521,The Netherlands,29792,Cambodian,2.0
2522,United Kingdom,171664,Cambodian,18.0
2523,Austria,20487,Ligurian,1.0
2524,France,155288,Ligurian,8.0
2525,Germany,115333,Ligurian,2.0
2526,Italy,224763,Ligurian,2337.0
2527,Poland,24698,Ligurian,2.0
2528,Spain,157479,Ligurian,5.0
2529,United Kingdom,171664,Ligurian,1.0
2530,Belgium,23711,Canadian,6.0
2531,Bulgaria,4469,Canadian,1.0
2532,Croatia,8375,Canadian,1.0
2533,Czech Republic,14844,Canadian,4.0
2534,Finland,7372,Canadian,1.0
2535,France,155288,Canadian,98.0
2536,Germany,115333,Canadian,38.0
2537,Greece,33763,Canadian,9.0
2538,Hungary,7431,Canadian,1.0
2539,Ireland,11203,Canadian,3.0
2540,Italy,224763,Canadian,6.0
2541,Poland,24698,Canadian,4.0
2542,Portugal,32592,Canadian,4.0
2543,Romania,7842,Canadian,1.0
2544,Spain,157479,Canadian,12.0
2545,Sweden,18555,Canadian,1.0
2546,The Netherlands,29792,Canadian,9.0
2547,United Kingdom,171664,Canadian,67.0
2548,Belgium,23711,Jamaican,5.0
2549,Bulgaria,4469,Jamaican,1.0
2550,Czech Republic,14844,Jamaican,1.0
2551,Denmark,9485,Jamaican,2.0
2552,France,155288,Jamaican,11.0
2553,Germany,115333,Jamaican,13.0
2554,Greece,33763,Jamaican,3.0
2555,Hungary,7431,Jamaican,1.0
2556,Ireland,11203,Jamaican,3.0
2557,Italy,224763,Jamaican,6.0
2558,Poland,24698,Jamaican,3.0
2559,Romania,7842,Jamaican,1.0
2560,Spain,157479,Jamaican,16.0
2561,Sweden,18555,Jamaican,8.0
2562,The Netherlands,29792,Jamaican,13.0
2563,United Kingdom,171664,Jamaican,382.0
2564,Belgium,23711,Costa Rican,1.0
2565,Croatia,8375,Costa Rican,2.0
2566,France,155288,Costa Rican,1.0
2567,Germany,115333,Costa Rican,4.0
2568,Greece,33763,Costa Rican,1.0
2569,Italy,224763,Costa Rican,3.0
2570,Poland,24698,Costa Rican,1.0
2571,Portugal,32592,Costa Rican,1.0
2572,Romania,7842,Costa Rican,2.0
2573,Slovakia,4251,Costa Rican,1.0
2574,Spain,157479,Costa Rican,6.0
2575,The Netherlands,29792,Costa Rican,1.0
2576,United Kingdom,171664,Costa Rican,1.0
2577,Belgium,23711,Catalan,7.0
2578,Czech Republic,14844,Catalan,3.0
2579,Denmark,9485,Catalan,2.0
2580,France,155288,Catalan,205.0
2581,Germany,115333,Catalan,16.0
2582,Hungary,7431,Catalan,2.0
2583,Ireland,11203,Catalan,3.0
2584,Italy,224763,Catalan,38.0
2585,Poland,24698,Catalan,2.0
2586,Portugal,32592,Catalan,1.0
2587,Romania,7842,Catalan,2.0
2588,Spain,157479,Catalan,2639.0
2589,Sweden,18555,Catalan,1.0
2590,The Netherlands,29792,Catalan,12.0
2591,United Kingdom,171664,Catalan,66.0
2592,Belgium,23711,Puerto Rican,1.0
2593,France,155288,Puerto Rican,2.0
2594,Germany,115333,Puerto Rican,1.0
2595,Italy,224763,Puerto Rican,2.0
2596,Poland,24698,Puerto Rican,4.0
2597,Portugal,32592,Puerto Rican,10.0
2598,Spain,157479,Puerto Rican,9.0
2599,The Netherlands,29792,Puerto Rican,1.0
2600,United Kingdom,171664,Puerto Rican,3.0
2601,Belgium,23711,Calabrian,1.0
2602,France,155288,Calabrian,10.0
2603,Germany,115333,Calabrian,10.0
2604,Greece,33763,Calabrian,1.0
2605,Ireland,11203,Calabrian,2.0
2606,Italy,224763,Calabrian,324.0
2607,Romania,7842,Calabrian,1.0
2608,Spain,157479,Calabrian,8.0
2609,The Netherlands,29792,Calabrian,1.0
2610,United Kingdom,171664,Calabrian,9.0
2611,Belgium,23711,Japanese sweets parlour,1.0
2612,Czech Republic,14844,Japanese sweets parlour,2.0
2613,Denmark,9485,Japanese sweets parlour,2.0
2614,Finland,7372,Japanese sweets parlour,1.0
2615,France,155288,Japanese sweets parlour,20.0
2616,Germany,115333,Japanese sweets parlour,6.0
2617,Greece,33763,Japanese sweets parlour,2.0
2618,Hungary,7431,Japanese sweets parlour,3.0
2619,Italy,224763,Japanese sweets parlour,24.0
2620,Poland,24698,Japanese sweets parlour,7.0
2621,Portugal,32592,Japanese sweets parlour,1.0
2622,Slovakia,4251,Japanese sweets parlour,1.0
2623,Spain,157479,Japanese sweets parlour,14.0
2624,The Netherlands,29792,Japanese sweets parlour,2.0
2625,United Kingdom,171664,Japanese sweets parlour,10.0
2626,Belgium,23711,Hokkaido cuisine,1.0
2627,Denmark,9485,Hokkaido cuisine,1.0
2628,France,155288,Hokkaido cuisine,3.0
2629,Germany,115333,Hokkaido cuisine,1.0
2630,Italy,224763,Hokkaido cuisine,9.0
2631,Portugal,32592,Hokkaido cuisine,3.0
2632,Spain,157479,Hokkaido cuisine,4.0
2633,The Netherlands,29792,Hokkaido cuisine,1.0
2634,United Kingdom,171664,Hokkaido cuisine,2.0
2635,Belgium,23711,Singaporean,1.0
2636,Czech Republic,14844,Singaporean,1.0
2637,Denmark,9485,Singaporean,1.0
2638,Finland,7372,Singaporean,1.0
2639,France,155288,Singaporean,3.0
2640,Germany,115333,Singaporean,19.0
2641,Greece,33763,Singaporean,1.0
2642,Ireland,11203,Singaporean,6.0
2643,Italy,224763,Singaporean,4.0
2644,Poland,24698,Singaporean,1.0
2645,Portugal,32592,Singaporean,2.0
2646,Romania,7842,Singaporean,3.0
2647,Spain,157479,Singaporean,16.0
2648,The Netherlands,29792,Singaporean,3.0
2649,United Kingdom,171664,Singaporean,58.0
2650,Belgium,23711,Kyoto cuisine,1.0
2651,Denmark,9485,Kyoto cuisine,1.0
2652,France,155288,Kyoto cuisine,5.0
2653,Germany,115333,Kyoto cuisine,1.0
2654,Italy,224763,Kyoto cuisine,3.0
2655,Spain,157479,Kyoto cuisine,5.0
2656,United Kingdom,171664,Kyoto cuisine,2.0
2657,Belgium,23711,Xinjiang,1.0
2658,Croatia,8375,Xinjiang,1.0
2659,Denmark,9485,Xinjiang,1.0
2660,Finland,7372,Xinjiang,1.0
2661,France,155288,Xinjiang,4.0
2662,Germany,115333,Xinjiang,6.0
2663,Ireland,11203,Xinjiang,1.0
2664,Italy,224763,Xinjiang,3.0
2665,Poland,24698,Xinjiang,7.0
2666,Spain,157479,Xinjiang,3.0
2667,Sweden,18555,Xinjiang,1.0
2668,United Kingdom,171664,Xinjiang,6.0
2669,Bulgaria,4469,Guatemalan,1.0
2670,Finland,7372,Guatemalan,1.0
2671,France,155288,Guatemalan,2.0
2672,Germany,115333,Guatemalan,3.0
2673,Greece,33763,Guatemalan,1.0
2674,Ireland,11203,Guatemalan,4.0
2675,Italy,224763,Guatemalan,1.0
2676,Poland,24698,Guatemalan,1.0
2677,Portugal,32592,Guatemalan,1.0
2678,Romania,7842,Guatemalan,4.0
2679,Slovakia,4251,Guatemalan,1.0
2680,Spain,157479,Guatemalan,8.0
2681,United Kingdom,171664,Guatemalan,4.0
2682,Czech Republic,14844,Uzbek,7.0
2683,Denmark,9485,Uzbek,1.0
2684,Finland,7372,Uzbek,1.0
2685,France,155288,Uzbek,4.0
2686,Germany,115333,Uzbek,7.0
2687,Italy,224763,Uzbek,3.0
2688,Poland,24698,Uzbek,6.0
2689,Portugal,32592,Uzbek,2.0
2690,Spain,157479,Uzbek,3.0
2691,United Kingdom,171664,Uzbek,8.0
2692,Czech Republic,14844,Kaiseki,1.0
2693,Denmark,9485,Kaiseki,1.0
2694,Finland,7372,Kaiseki,1.0
2695,France,155288,Kaiseki,2.0
2696,Germany,115333,Kaiseki,4.0
2697,Italy,224763,Kaiseki,5.0
2698,Portugal,32592,Kaiseki,1.0
2699,United Kingdom,171664,Kaiseki,2.0
2700,Czech Republic,14844,Bahamian,2.0
2701,France,155288,Bahamian,3.0
2702,Germany,115333,Bahamian,1.0
2703,Greece,33763,Bahamian,1.0
2704,Italy,224763,Bahamian,2.0
2705,Spain,157479,Bahamian,16.0
2706,The Netherlands,29792,Bahamian,1.0
2707,United Kingdom,171664,Bahamian,2.0
2708,Denmark,9485,Kyushu cuisine,1.0
2709,France,155288,Kyushu cuisine,2.0
2710,Germany,115333,Kyushu cuisine,2.0
2711,Italy,224763,Kyushu cuisine,3.0
2712,Finland,7372,Latvian,2.0
2713,France,155288,Latvian,1.0
2714,Germany,115333,Latvian,3.0
2715,Hungary,7431,Latvian,2.0
2716,Italy,224763,Latvian,7.0
2717,Spain,157479,Latvian,3.0
2718,Sweden,18555,Latvian,1.0
2719,United Kingdom,171664,Latvian,13.0
2720,France,155288,Polynesian,31.0
2721,Germany,115333,Polynesian,3.0
2722,Greece,33763,Polynesian,6.0
2723,Italy,224763,Polynesian,2.0
2724,Poland,24698,Polynesian,6.0
2725,Portugal,32592,Polynesian,3.0
2726,Spain,157479,Polynesian,5.0
2727,Sweden,18555,Polynesian,3.0
2728,The Netherlands,29792,Polynesian,1.0
2729,United Kingdom,171664,Polynesian,3.0
2730,France,155288,Romagna,3.0
2731,Germany,115333,Romagna,2.0
2732,Italy,224763,Romagna,212.0
2733,Poland,24698,Romagna,1.0
2734,Romania,7842,Romagna,4.0
2735,Spain,157479,Romagna,3.0
2736,Sweden,18555,Romagna,1.0
2737,United Kingdom,171664,Romagna,3.0
2738,France,155288,Yunnan,5.0
2739,Germany,115333,Yunnan,3.0
2740,Greece,33763,Yunnan,6.0
2741,Italy,224763,Yunnan,4.0
2742,Poland,24698,Yunnan,1.0
2743,Spain,157479,Yunnan,7.0
2744,United Kingdom,171664,Yunnan,8.0
2745,France,155288,Nigerian,1.0
2746,Germany,115333,Nigerian,4.0
2747,Portugal,32592,Nigerian,1.0
2748,Spain,157479,Nigerian,2.0
2749,Sweden,18555,Nigerian,1.0
2750,United Kingdom,171664,Nigerian,19.0
2751,France,155288,Lombard,1.0
2752,Germany,115333,Lombard,6.0
2753,Greece,33763,Lombard,1.0
2754,Italy,224763,Lombard,2836.0
2755,Poland,24698,Lombard,2.0
2756,Spain,157479,Lombard,2.0
